JW_ID	Locustag K-12	Locustag MG1655	Gene name K-12	Locus name K-12	Synonyms of locus names K-12	Solubility(%)	yield_new(uM)	yield_new(ug/ml)	calculated MW(kDa)	calculated pI	Type of gene product	Gene product description	Cell location	Structure (PDB) id	SCOP assignment
JW0824	ECK0830	b0840	deoR	deoR	nucR	29 	0.5 	14 	28.5 	7.9 	r	DNA-binding transcriptional repressor	Cytoplasmic		47413; lambda repressor-like DNA-binding domains
JW5112	ECK0831	b0841	ybjG	ybjG		9 	0.9 	19 	22.4 	8.7 	e	undecaprenyl pyrophosphate phosphatase	Integral Membrane Protein		48317; Acid phosphatase/Vanadium-dependent haloperoxidase
JW0827	ECK0833	b0843	ybjH	ybjH		10 	4.8 	48 	10.0 	7.5 	o	predicted protein	Periplasmic		
JW5113	ECK0834	b0844	ybjI	ybjI		60 	1.9 	58 	30.2 	5.3 	d	conserved protein	Cytoplasmic		56784; HAD-like
JW0834	ECK0841	b0850	ybjC	ybjC		46 	2.7 	29 	10.5 	10.3 	pm	predicted inner membrane protein	Integral Membrane Protein		
JW0835	ECK0842	b0851	nfsA	nfsA	mdaA -!- ybjB -!- mda18	77 	1.6 	42 	26.8 	7.3 	e	"nitroreductase A, NADPH-dependent, FMN-dependent"	Cytoplasmic		55469; NADH oxidase/flavin reductase
JW0836	ECK0843	b0852	rimK	rimK	nek	12 	0.6 	21 	32.4 	8.1 	s	ribosomal protein S6 modification protein	Cytoplasmic		56059; Glutathione synthetase ATP-binding domain-like
JW0837	ECK0844	b0853	ybjN	ybjN		84 	3.0 	53 	17.6 	4.6 	d	predicted oxidoreductase	Cytoplasmic		55008; Metal-binding domain
JW0838	ECK0845	b0854	potF	potF		62 	0.3 	14 	40.8 	6.7 	t	putrescine transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic	1A99	53850; Periplasmic binding protein-like II
JW5818	ECK0846	b0855	potG	potG		11 	1.5 	62 	41.9 	7.1 	t	putrescine transporter subunit -!- ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0842	ECK0849	b0858	ybjO	ybjO		33 	0.8 	15 	18.5 	10.4 	pm	predicted inner membrane protein	Integral Membrane Protein		
JW0843	ECK0850	b0859	rumB	rumB	ybjF	16 	0.5 	21 	41.9 	7.3 	e	23S rRNA m(5)U747 methyltransferase	Cytoplasmic		53335; S-adenosyl-L-methionine-dependent methyltransferases
JW0844	ECK0851	b0860	artJ	artJ		73 	0.7 	19 	26.8 	8.2 	t	arginine transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW0846	ECK0853	b0862	artQ	artQ		26 	0.3 	9 	26.2 	9.8 	t	arginine transporter subunit -!-membrane component of ABC superfamily	Integral Membrane Protein		
JW0847	ECK0854	b0863	artI	artI		77 	1.2 	32 	26.9 	7.3 	t	arginine transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW0848	ECK0855	b0864	artP	artP		27 	0.9 	23 	27.0 	7.0 	t	arginine transporter subunit -!- ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0849	ECK0856	b0865	ybjP	ybjP		70 	1.1 	20 	19.0 	7.2 	lp	predicted lipoprotein	Outer Membrane Lipoprotein		
JW0850	ECK0857	b0866	ybjQ	ybjQ		64 	4.4 	50 	11.4 	6.7 	o	conserved protein	Cytoplasmic		
JW0851	ECK0858	b0867	ybjR	ybjR		19 	0.8 	25 	31.0 	8.4 	pe	predicted amidase and lipoprotein	Outer Membrane Lipoprotein		
JW5819	ECK0859	b0868	ybjS	ybjS		7 	0.7 	27 	38.1 	9.0 	pe	predicted NAD(P)H oxidoreductase with NAD(P)-binding Rossmann-fold domain	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW5116	ECK0860	b0869	ybjT	ybjT		19 	0.2 	10 	53.7 	9.4 	d	conserved protein with NAD(P)-binding Rossmann-fold domain	Membrane Anchored		51735; NAD(P)-binding Rossmann-fold domains
JW0854	ECK0861	b0870	ltaE	ltaE	ybjU -!- ltaA	10 	1.4 	51 	36.5 	6.5 	e	"L-allo-threonine aldolase, PLP-dependent"	Cytoplasmic		53383; PLP-dependent transferases
JW0855	ECK0862	b0871	poxB	poxB		20 	0.3 	21 	61.9 	6.2 	e	"pyruvate dehydrogenase (pyruvate oxidase), thiamin-dependent, FAD-binding"	Cytoplasmic		52467; DHS-like NAD/FAD-binding domain -!- 52518; Thiamin diphosphate-binding fold (THDP-binding)
JW5117	ECK0863	b0872	hcr	hcr	ybjV	46 	2.5 	91 	35.7 	6.4 	e	"HCP oxidoreductase, NADH-dependent"	Cytoplasmic		"52343; Ferredoxin reductase-like, C-terminal NADP-linked domain -!- 54292; 2Fe-2S ferredoxin-like -!- 63380; Riboflavin synthase domain-like"
JW0857	ECK0864	b0873	hcp	hcp	ybjW -!- priS	109 	0.1 	8 	60.0 	5.6 	c	hybrid-cluster [4Fe-2S-2O] protein in anaerobic terminal reductases	Cytoplasmic		56821; Prismane protein-like
JW0860	ECK0867	b0876	ybjD	ybjD		3 	0.2 	11 	63.5 	9.8 	d	conserved protein with nucleoside triphosphate hydrolase domain	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0861	ECK0868	b0877	ybjX	ybjX		21 	1.3 	51 	38.3 	9.9 	o	conserved protein	Cytoplasmic		
JW0862	ECK0869	b0878	macA	macA	ybjY	45 	1.9 	79 	40.6 	9.6 	t	"macrolide transporter subunit, membrane fusion protein (MFP) component"	Membrane Anchored		51230; Single hybrid motif
JW0863	ECK0870	b0879	macB	macB	ybjZ	17 	0.7 	47 	70.6 	6.5 	t	fused macrolide transporter subunits -!- ATP-binding component and membrane component of ABC superfamily	Integral Membrane Protein		52540; P-loop containing nucleotide triphosphate hydrolases -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW0865	ECK0872	b0881	clpS	clpS	yljA	63 	1.7 	21 	12.2 	6.3 	r	regulatory protein for ClpA substrate specificity	Cytoplasmic	1MBX	
JW0866	ECK0873	b0882	clpA	clpA	lopD	61 	0.5 	45 	84.1 	6.2 	e	"ATPase and specificity subunit of ClpA-ClpP ATP-dependent serine protease, chaperone activity"	Cytoplasmic	1R6B	52540; P-loop containing nucleotide triphosphate hydrolases
JW0867	ECK0875	b0884	infA	infA	bypA1	94 	2.5 	20 	8.2 	10.1 	f	translation initiation factor IF-1	Cytoplasmic	1AH9	50249; Nucleic acid-binding proteins
JW0868	ECK0876	b0885	aat	aat	ycaA	8 	0.8 	21 	26.6 	7.5 	e	leucyl/phenylalanyl-tRNA-protein transferase	Cytoplasmic		
JW0869	ECK0877	b0886	cydC	cydC	mdrA -!- mdrH -!- surB -!- ycaB	10 	0.4 	24 	62.9 	9.3 	t	fused cysteine transporter subunits -!- membrane component and ATP-binding component of ABC superfamily	Integral Membrane Protein		52540; P-loop containing nucleotide triphosphate hydrolases
JW0871	ECK0879	b0888	trxB	trxB		105 	3.2 	109 	34.6 	5.9 	e	"thioredoxin reductase, FAD/NAD(P)-binding"	Cytoplasmic	1CL0	51905; FAD/NAD(P)-binding domain
JW0872	ECK0880	b0889	lrp	lrp	ihb -!- livR -!- lrs -!- lss -!- lstR -!- mbf -!- oppI -!- rblA -!- alsB	37 	1.7 	32 	18.9 	9.5 	r	"DNA-binding transcriptional dual regulator, leucine-binding"	Cytoplasmic		46785; Winged helix -!- 69732; Lrp/AsnC-like transcriptional regulator C-terminal domain
JW0873	ECK0881	b0890	ftsK	ftsK	dinH	15 	0.1 	9 	146.5 	4.8 	cp	DNA-binding membrane protein required for chromosome resolution and partitioning	Integral Membrane Protein		52540; P-loop containing nucleotide triphosphate hydrolases
JW0874	ECK0882	b0891	lolA	lolA	lplA -!- yzzV	71 	2.1 	47 	22.6 	7.9 	f	chaperone for lipoproteins	Periplasmic	1UA8	
JW0875	ECK0883	b0892	ycaJ	ycaJ		92 	0.7 	33 	49.6 	6.6 	cp	recombination protein	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0876	ECK0884	b0893	serS	serS		28 	0.7 	34 	48.4 	5.7 	e	"seryl-tRNA synthetase, also charges selenocysteinyl-tRNA with serine"	Cytoplasmic		46589; A class II aminoacyl-tRNA synthetase N-domain -!- 55681; Class II aaRS and biotin synthetases
JW5118	ECK0885	b0894	dmsA	dmsA		23 	0.4 	39 	90.3 	6.8 	e	"dimethyl sulfoxide reductase, anaerobic, subunit A"	Periplasmic		"50692; ADC-like -!- 53706; Formate dehydrogenase/DMSO reductase, domains 1-3"
JW0878	ECK0886	b0895	dmsB	dmsB		28 	1.0 	24 	22.8 	6.9 	e	"dimethyl sulfoxide reductase, anaerobic, subunit B"	Cytoplasmic		54862; 4Fe-4S ferredoxins
JW0880	ECK0888	b0897	ycaC	ycaC		51 	1.2 	27 	23.1 	6.2 	pe	predicted hydrolase	Cytoplasmic	1YAC	52499; Cysteine hydrolase
JW0883	ECK0891	b0900	ycaN	ycaN		15 	0.6 	20 	34.3 	6.9 	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix -!- 53850; Periplasmic binding protein-like II
JW0884	ECK0892	b0901	ycaK	ycaK		96 	0.6 	13 	23.0 	6.0 	d	conserved protein	Cytoplasmic		52218; Flavoproteins
JW0885	ECK0893	b0902	pflA	pflA	act	95 	0.4 	11 	28.2 	6.6 	e	pyruvate formate lyase activating enzyme 1	Cytoplasmic		
JW0886	ECK0894	b0903	pflB	pflB	pfl	31 	0.4 	33 	85.3 	6.0 	e	pyruvate formate lyase I	Cytoplasmic	1MZO	51998; PFL-like glycyl radical enzymes
JW5425	ECK2649	b2654	ygaQ	ygaQ	ygaR -!- yqaC -!- yqaD	89 	1.1 	13 	12.4 	8.6 	o	predicted protein	Cytoplasmic		
JW0889	ECK0897	b0906	ycaP	ycaP		27 	0.9 	23 	26.3 	7.2 	pm	conserved inner membrane protein	Integral Membrane Protein		
JW0890	ECK0898	b0907	serC	serC	pdxC -!- pdxF	17 	0.8 	30 	39.7 	6.1 	e	3-phosphoserine/phosphohydroxythreonine aminotransferase	Cytoplasmic	1BJO	53383; PLP-dependent transferases
JW0891	ECK0899	b0908	aroA	aroA		61 	1.1 	51 	46.0 	6.0 	e	5-enolpyruvylshikimate-3-phosphate synthetase	Cytoplasmic		55205; EPT/RTPC-like
JW0892	ECK0900	b0909	ycaL	ycaL		24 	1.0 	26 	26.7 	8.0 	pf	predicted peptidase with chaperone function	Outer Membrane Lipoprotein		
JW0893	ECK0901	b0910	cmk	cmk	mssA -!- ycaG -!- ycaF	86 	1.1 	26 	24.7 	6.4 	e	cytidylate kinase	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0894	ECK0902	b0911	rpsA	rpsA	ssyF -!- rps	87 	0.4 	24 	61.1 	4.8 	s	30S ribosomal subunit protein S1	Cytoplasmic		50249; Nucleic acid-binding proteins
JW0895	ECK0903	b0912	ihfB	ihfB	himD -!- hip	23 	2.3 	24 	10.6 	10.1 	r	"integration host factor (IHF), DNA-binding protein, beta subunit"	Cytoplasmic	1OWG	47729; IHF-like DNA-binding proteins
JW0897	ECK0905	b0914	msbA	msbA		12 	0.4 	24 	64.4 	9.1 	t	fused lipid transporter subunits -!- membrane component and ATP-binding component of ABC superfamily	Integral Membrane Protein		52540; P-loop containing nucleotide triphosphate hydrolases
JW0898	ECK0906	b0915	lpxK	lpxK	ycaH	31 	0.5 	19 	35.6 	8.8 	e	lipid A 4'kinase	Integral Membrane Protein		52540; P-loop containing nucleotide triphosphate hydrolases
JW0899	ECK0907	b0916	ycaQ	ycaQ		6 	0.6 	28 	47.6 	8.8 	o	conserved protein	Cytoplasmic		
JW0901	ECK0909	b0918	kdsB	kdsB		115 	1.5 	40 	27.6 	5.8 	e	3-deoxy-manno-octulosonate cytidylyltransferase	Cytoplasmic		53448; Nucleotide-diphospho-sugar transferases
JW0902	ECK0910	b0919	ycbJ	ycbJ		23 	1.4 	49 	34.5 	7.6 	d	conserved protein	Cytoplasmic		56112; Protein kinase-like (PK-like)
JW0903	ECK0911	b0920	ycbC	ycbC		25 	1.7 	49 	28.6 	10.0 	pm	conserved inner membrane protein	Integral Membrane Protein		
JW0905	ECK0913	b0922	mukF	mukF	kicB	76 	0.8 	42 	50.5 	4.8 	cp	"Involved in chromosome partioning, Ca2+ binding protein"	Cytoplasmic		
JW0906	ECK0914	b0923	mukE	mukE	kicA -!- ycbA	86 	3.5 	91 	25.9 	5.5 	cp	protein involved in chromosome partitioning	Cytoplasmic		
JW0908	ECK0916	b0925	ycbB	ycbB		64 	0.1 	7 	67.7 	8.9 	pe	predicted carboxypeptidase	Periplasmic		47090; PGBD-like
JW0909	ECK0917	b0926	ycbK	ycbK		11 	2.6 	53 	20.4 	10.9 	d	conserved protein	Periplasmic		55166; Hedgehog/DD-pepidase
JW0912	ECK0920	b0929	ompF	ompF	cmlB -!- coa -!- cry -!- tolF	18 	2.0 	78 	39.3 	5.3 	t	outer membrane porin 1a (Ia;b;F)	Outer Membrane B-barrel protein	1OPF	56935; Porins
JW0913	ECK0921	b0930	asnS	asnS	lcs -!- tss	70 	1.1 	57 	52.5 	5.5 	e	asparaginyl tRNA synthetase	Cytoplasmic		50249; Nucleic acid-binding proteins -!- 55681; Class II aaRS and biotin synthetases
JW0914	ECK0922	b0931	pncB	pncB		32 	1.1 	52 	45.9 	6.7 	e	nicotinate phosphoribosyltransferase	Cytoplasmic		
JW0915	ECK0923	b0932	pepN	pepN		102 	0.3 	25 	98.8 	5.2 	e	aminopeptidase N	Cytoplasmic		"55486; Metalloproteases (zincins), catalytic domain -!- 63737; Leukotriene A4 hydrolase N-terminal domain"
JW0916	ECK0924	b0933	ssuB	ssuB	ycbE	24 	2.2 	61 	27.7 	8.2 	t	alkanesulfonate transporter subunit -!- ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW5121	ECK0925	b0934	ssuC	ssuC	ycbM	7 	1.4 	42 	28.9 	10.3 	t	alkanesulfonate transporter subunit -!- membrane component of ABC superfamily	Integral Membrane Protein		
JW0919	ECK0927	b0936	ssuA	ssuA	ycbO	76 	0.8 	27 	34.5 	9.7 	t	alkanesulfonate transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW5122	ECK0929	b0938	ycbQ	ycbQ		86 	1.2 	22 	18.7 	5.5 	ps	predicted fimbrial-like adhesin protein	Periplasmic		49401; Bacterial adhesins
JW0922	ECK0930	b0939	ycbR	ycbR		29 	1.3 	34 	25.4 	10.2 	pf	predicted periplasmic pilin chaperone	Periplasmic		49354; PapD-like -!- 49584; Periplasmic chaperone C-domain
JW0923	ECK0931	b0940	ycbS	ycbS		7 	0.1 	5 	95.1 	5.8 	pf	predicted outer membrane usher protein	Outer Membrane B-barrel protein		
JW0924	ECK0932	b0941	ycbT	ycbT		32 	0.8 	32 	37.8 	6.0 	ps	predicted fimbrial-like adhesin protein	Periplasmic		49401; Bacterial adhesins
JW0925	ECK0933	b0942	ycbU	ycbU		41 	1.8 	34 	18.9 	6.3 	ps	predicted fimbrial-like adhesin protein	Periplasmic		49401; Bacterial adhesins
JW5123	ECK0934	b0943	ycbV	ycbV		47 	1.8 	33 	18.5 	6.4 	ps	predicted fimbrial-like adhesin protein	Periplasmic		49401; Bacterial adhesins
JW5124	ECK0935	b0944	ycbF	ycbF		19 	1.6 	41 	25.8 	10.3 	pf	predicted periplasmic pilini chaperone	Periplasmic		49354; PapD-like -!- 49584; Periplasmic chaperone C-domain
JW0928	ECK0936	b0945	pyrD	pyrD		13 	1.0 	35 	36.7 	8.2 	e	"dihydro-orotate oxidase, FMN-linked"	Cytoplasmic		51395; FMN-linked oxidoreductases
JW5125	ECK0937	b0946	ycbW	ycbW		38 	0.8 	17 	20.6 	6.2 	o	predicted protein	Cytoplasmic		
JW5126	ECK0938	b0947	ycbX	ycbX		35 	0.8 	32 	40.6 	7.8 	pc	predicted 2Fe-2S cluster-containing protein	Cytoplasmic		"52343; Ferredoxin reductase-like, C-terminal NADP-linked domain -!- 54292; 2Fe-2S ferredoxin-like"
JW0931	ECK0939	b0948	ycbY	ycbY		22 	0.1 	5 	78.8 	9.2 	pe	predicted methyltransferase	Cytoplasmic		53335; S-adenosyl-L-methionine-dependent methyltransferases
JW5127	ECK0943	b0952	ymbA	ymbA		82 	2.5 	49 	20.0 	6.8 	o	conserved protein	Cytoplasmic		
JW0937	ECK0945	b0954	fabA	fabA		66 	2.6 	49 	18.9 	7.8 	e	beta-hydroxydecanoyl thioester dehydrase	Cytoplasmic	1MKB	54637; Thioesterase/thiol ester dehydrase-isomerase
JW5328	ECK2000	b4538	yoeF	yoeF		14 	4.9 	63 	13.0 	7.6 	o	conserved protein	Cytoplasmic		52540; P-loop containing nucleoside triphosphate hydrolases
JW0939	ECK0947	b0956	ycbG	ycbG		92 	2.8 	49 	17.7 	10.2 	o	conserved protein	Cytoplasmic		
JW0940	ECK0948	b0957	ompA	ompA	con -!- tolG -!- tut	11 	1.7 	64 	37.2 	7.0 	m	outer membrane protein A (3a;II*;G;d)	Outer Membrane B-barrel protein		56925; Outer membrane protein
JW0941	ECK0949	b0958	sulA	sulA	sfiA -!- suf	61 	0.5 	10 	18.8 	8.0 	cp	SOS cell division inhibitor	Cytoplasmic		
JW0942	ECK0950	b0959	yccR	yccR		33 	0.5 	12 	24.1 	9.5 	o	conserved protein	Cytoplasmic		
JW5129	ECK0954	b0963	mgsA	mgsA	yccG -!- mgs	112 	2.1 	35 	16.9 	7.0 	e	methylglyoxal synthase	Cytoplasmic	1IK4	52335; Methylglyoxal synthase-like
JW0947	ECK0955	b0964	yccT	yccT		60 	2.4 	59 	24.6 	6.4 	o	conserved protein	Periplasmic		
JW5130	ECK0956	b0965	yccU	yccU		138 	1.4 	21 	14.7 	8.4 	d	predicted CoA-binding protein with NAD(P)-binding Rossmann-fold domain	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW5131	ECK0959	b0968	yccX	yccX		103 	2.8 	29 	10.3 	9.2 	pe	predicted acylphosphatase	Cytoplasmic		54975; Acylphosphatase
JW0952	ECK0960	b0969	yccK	yccK		81 	1.6 	19 	12.4 	8.4 	pe	predicted sulfite reductase subunit	Cytoplasmic		"69721; DsrC, the gamma subunit of dissimilatory sulfite reductase"
JW0954	ECK0963	b0972	hyaA	hyaA		38 	0.3 	13 	40.6 	7.3 	e	"hydrogenase 1, small subunit"	Integral Membrane Protein		"56770; Nickel-iron hydrogenase, small subunit"
JW0955	ECK0964	b0973	hyaB	hyaB		9 	0.2 	13 	66.2 	6.0 	e	"hydrogenase 1, large subunit"	Periplasmic		"56762; Nickel-iron hydrogenase, large subunit"
JW0957	ECK0966	b0975	hyaD	hyaD		74 	0.4 	9 	21.5 	5.5 	f	protein involved in processing of HyaA and HyaB proteins	Cytoplasmic		53163; HybD-like
JW0958	ECK0967	b0976	hyaE	hyaE		100 	4.1 	61 	14.9 	5.5 	f	protein involved in processing of HyaA and HyaB proteins	Cytoplasmic		52833; Thioredoxin-like
JW0959	ECK0968	b0977	hyaF	hyaF		95 	0.4 	11 	31.4 	4.9 	f	protein involved in nickel incorporation into hydrogenase-1 proteins	Cytoplasmic		
JW0963	ECK0971	b0980	appA	appA		66 	0.2 	8 	47.0 	7.0 	e	phosphoanhydride phosphorylase	Periplasmic	1DKL	53254; Phosphoglycerate mutase-like
JW0964	ECK0972	b0981	yccC	yccC	etk	41 	0.1 	8 	81.2 	6.7 	e	cryptic autophosphorylating protein tyrosine kinase Etk	Integral Membrane Protein		52540; P-loop containing nucleotide triphosphate hydrolases
JW5132	ECK0973	b0982	etp	etp	yccY -!- epd	14 	2.9 	47 	16.4 	10.0 	e	phosphotyrosine-protein phosphatase	Cytoplasmic		52788; Phosphotyrosine protein phosphatases I
JW0966	ECK0974	b0983	yccZ	yccZ		60 	0.8 	33 	41.7 	6.9 	pt	predicted exopolysaccharide export protein	Outer Membrane Lipoprotein		
JW0968	ECK0976	b0985	ymcB	ymcB		42 	1.0 	26 	27.3 	6.3 	o	conserved protein	Periplasmic		
JW0969	ECK0977	b0986	ymcC	ymcC		37 	1.9 	46 	24.2 	7.8 	pm	predicted outer membrane lipoprotein	Outer Membrane Lipoprotein		
JW5133	ECK0978	b0987	ymcD	ymcD		114 	3.0 	29 	9.5 	8.2 	o	predicted protein	Membrane Anchored		
JW5846	ECK2857	b2859	ygeO	ygeO		10 	1.3 	21 	16.4 	8.4 	o	predicted protein	Cytoplasmic		
JW5134	ECK0979	b0989	cspH	cspH	cspK	103 	2.0 	15 	7.7 	11.1 	f	"stress protein, member of the CspA-family"	Cytoplasmic		50249; Nucleic acid-binding proteins
JW0975	ECK0981	b0991	ymcE	ymcE	gnsA -!- sfa -!- yccL	100 	0.7 	6 	8.7 	7.9 	f	cold shock gene	Membrane Anchored		
JW0977	ECK0983	b0992	yccM	yccM		13 	0.8 	34 	40.1 	10.0 	pc	predicted 4Fe-4S membrane protein	Integral Membrane Protein		54862; 4Fe-4S ferredoxins
JW5135	ECK0984	b0993	torS	torS	yccI	13 	0.1 	14 	100.9 	5.6 	r	hybrid sensory histidine kinase in two-component regulatory system with TorR	Integral Membrane Protein		"47384; Homodimeric domain of signal transducing histidine kinase -!- 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase -!- 47226; Histidine-containing phosphotransfer domain, HPT domain -!- 52172; CheY-like"
JW0979	ECK0985	b0994	torT	torT	yccH	13 	1.0 	38 	37.8 	9.6 	r	periplasmic sensory protein associated with the TorRS two-component regulatory system	Periplasmic		53822; Periplasmic binding protein-like I
JW0980	ECK0986	b0995	torR	torR		78 	1.4 	36 	26.2 	7.0 	r	DNA-binding response regulator in two-component regulatory system with TorS	Cytoplasmic		52172; CheY-like
JW0981	ECK0987	b0996	torC	torC		43 	0.3 	13 	43.6 	7.9 	c	"trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit"	Periplasmic with N-terminal Membrane Anchor		48695; Multiheme cytochromes
JW0982	ECK0988	b0997	torA	torA		9 	0.1 	8 	94.4 	6.7 	e	"trimethylamine N-oxide (TMAO) reductase I, catalytic subunit"	Periplasmic		"50692; ADC-like -!- 53706; Formate dehydrogenase/DMSO reductase, domains 1-3"
JW0983	ECK0989	b0998	torD	torD		133 	1.6 	36 	22.5 	5.4 	f	chaperone involved in maturation of TorA subunit of trimethylamine N-oxide reductase system I	Cytoplasmic		
JW0984	ECK0990	b0999	cbpM	cbpM	yccD	36 	1.1 	13 	11.5 	6.3 	f	modulator of CbpA co-chaperone	Cytoplasmic		
JW0985	ECK0991	b1000	cbpA	cbpA		61 	0.4 	13 	34.4 	7.1 	f	"curved DNA-binding protein, DnaJ homologue that functions as a co-chaperone of DnaK"	Cytoplasmic		46565; Chaperone J-domain -!- 49493; HSP40/DnaJ peptide-binding domain
JW0986	ECK0992	b1001	yccE	yccE		48 	0.3 	13 	48.3 	4.5 	o	predicted protein	Cytoplasmic		
JW0987	ECK0993	b1002	agp	agp		62 	0.3 	11 	45.6 	6.2 	e	glucose-1-phosphatase/inositol phosphatase	Periplasmic	1NT4	53254; Phosphoglycerate mutase-like
JW0989	ECK0995	b1004	wrbA	wrbA		77 	2.8 	59 	20.8 	6.9 	pr	predicted flavoprotein in Trp regulation	Cytoplasmic		52218; Flavoproteins
JW5136	ECK0996	b4518	ymdF	ymdF		91 	11.1 	65 	5.9 	10.7 	o	conserved protein	Cytoplasmic		
JW5138	ECK0998	b1007	ycdH	ycdH		16 	1.5 	26 	17.7 	7.1 	pc	"predicted oxidoreductase, flavin:NADH component"	Cytoplasmic		50475; FMN-binding split barrel
JW0993	ECK0999	b1008	ycdI	ycdI		10 	2.6 	56 	21.5 	7.3 	pe	predicted oxidoreductase	Cytoplasmic		55469; NADH oxidase/flavin reductase
JW0994	ECK1000	b1009	rarA	rarA	ycdJ	17 	1.0 	29 	28.9 	6.4 	pe	predicted hydrolase	Cytoplasmic		53474; alpha/beta-Hydrolases
JW0995	ECK1001	b1010	ycdK	ycdK		38 	1.3 	18 	13.7 	6.9 	d	conserved protein	Periplasmic		55298; YjgF-like
JW5139	ECK1002	b1011	ycdL	ycdL		47 	1.5 	37 	25.2 	6.4 	pe	predicted enzyme	Cytoplasmic		52499; Cysteine hydrolase
JW0997	ECK1003	b1012	ycdM	ycdM		26 	0.5 	19 	42.2 	5.7 	pe	predicted monooxygenase	Cytoplasmic		51679; Bacterial luciferase-like
JW0998	ECK1004	b1013	ycdC	ycdC		80 	0.8 	19 	23.7 	9.6 	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46689; Homeodomain-like
JW1003	ECK1008	b1018	ycdO	ycdO		43 	1.4 	57 	41.1 	5.3 	o	conserved protein	Periplasmic		
JW1004	ECK1009	b1019	ycdB	ycdB		34 	0.8 	38 	46.7 	7.1 	o	conserved protein	Periplasmic		
JW1005	ECK1010	b1020	phoH	phoH	psiH	21 	0.2 	6 	39.2 	8.6 	d	conserved protein with nucleoside triphosphate hydrolase domain	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW1006	ECK1011	b1021	ycdP	ycdP	hmsS -!- pgaD	10 	2.5 	40 	16.1 	10.1 	pm	predicted inner membrane protein	Integral Membrane Protein		
JW1007	ECK1012	b1022	ycdQ	ycdQ	hmsR -!- pgaC	18 	0.1 	4 	50.7 	9.0 	pe	predicted glycosyl transferase	Integral Membrane Protein		53448; Nucleotide-diphospho-sugar transferases
JW5459	ECK2855	b2857	ygeM	ygeM		72 	1.0 	16 	16.7 	5.5 	o	predicted protein	Cytoplasmic		
JW5142	ECK1013	b1023	ycdR	ycdR	hmsF -!- pgaB	15 	0.5 	37 	77.3 	6.2 	pe	predicted enzyme associated with biofilm formation	Outer Membrane Lipoprotein		
JW1010	ECK1014	b1024	ycdS	ycdS	hmsH -!- pgaA	7 	0.2 	16 	92.1 	6.4 	pm	predicted outer membrane protein	Outer Membrane B-barrel protein		48439; Protein prenylyltransferase
JW5619	ECK3702	b3709	tnaB	tnaB		6 	2.3 	38 	16.3 	10.3 	t	tryptophan transporter of low affinity	Integral Membrane Protein		
JW5145	ECK1016	b1028	ymdE	ymdE		21 	3.0 	33 	11.3 	8.0 	su	predicted protein (pseudogene)	Cytoplasmic		52151; Catalytic domain of malonyl-CoA ACP transacylase
JW5146	ECK1019	b1033	ycdW	ycdW		31 	0.9 	32 	35.3 	7.1 	e	2-ketoacid reductase	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW1017	ECK1020	b1034	ycdX	ycdX		100 	1.0 	27 	26.9 	6.1 	pe	predicted zinc-binding hydrolase	Cytoplasmic		
JW1018	ECK1021	b1035	ycdY	ycdY		90 	0.4 	9 	20.7 	4.3 	o	conserved protein	Cytoplasmic		
JW1020	ECK1023	b1037	csgG	csgG		44 	1.5 	45 	30.5 	8.2 	lp	outer membrane lipoprotein	Outer Membrane Lipoprotein		
JW1021	ECK1024	b1038	csgF	csgF		30 	2.9 	44 	15.0 	8.2 	pt	predicted transport protein	Periplasmic		
JW1022	ECK1025	b1039	csgE	csgE		15 	4.3 	63 	14.9 	6.4 	pt	predicted  transport protein	Periplasmic		
JW1023	ECK1026	b1040	csgD	csgD		20 	2.4 	59 	24.9 	9.8 	r	DNA-binding transcriptional activator in two-component regulatory system	Cytoplasmic		"46894; C-terminal, effector domain of the bipartite response regulators"
